# ============================================================================
# verdict.csv — 페이지 가치 판정 (3단계) · 감사일 2026-07-14
# 분류 기준 (AdSense 심사관 관점, 실측 데이터 기반):
#  1. MERGE: 검색의도가 사실상 동일한 키워드 변형/방향쌍/부분집합 페이지 → 대표 페이지로 301 통합.
#     대표 선정: (a) 기존 cross-canonical이 이미 지정한 대상 우선, (b) 없으면 GSC 노출·본문량·상위집합 기능 기준.
#     JS 문법오류로 죽어 있는 페이지는 대표가 될 수 없음.
#  2. REWRITE: 고유 기능이지만 렌더링 후 실질 본문 텍스트(정적 DOM + ko i18n 콘텐츠 문자열) 1,000자 미만 → 자동 REWRITE 후보.
#     근거: 전체 중앙값이 1,220자에 불과하고, 1,000자 미만은 도구 UI 라벨+한줄 FAQ 수준으로
#     "검색 결과의 다른 페이지 대비 추가 가치"를 입증할 수 없음. JS 문법오류 페이지는 본문량과 무관하게 REWRITE(수리).
#  3. KEEP: 고유 기능 + 실질 본문 1,000자 이상. 단 KEEP이라도 중앙값(1,220자) 수준은 승인 안전권이 아니며
#     차별화 주석(reason)이 붙은 페이지는 title/콘텐츠 분리 작업 필요.
#  * gsc_signal은 보조 신호일 뿐 판정 기준이 아님 (전 사이트 6주간 클릭 2회·노출 628회 — 노출 자체가 형성 전 단계).
#    zero_impressions = GSC 페이지 보고서에 노출 0 (256개 페이지).
# ============================================================================
file,verdict,merge_to,content_chars,reason,gsc_signal,gsc_impressions,gsc_clicks,js_broken
dominant-color-finder.html,MERGE,image-color-extractor.html,741,"이미지→대표색 추출 동일, 자카드 0.239",impressions_no_clicks,1,0,False
dsr-calc.html,KEEP,,2909,고유 기능 + 본문 2909자,impressions_no_clicks,4,0,False
duplicate-line-finder.html,MERGE,remove-duplicate-lines.html,811,중복 줄 제거 동일 기능 3분할,impressions_no_clicks,2,0,False
electricity-cost-calculator.html,KEEP,,1482,고유 기능 + 본문 1482자,impressions_no_clicks,4,0,False
emi-calculator.html,KEEP,,2820,EMI는 인도권 고유 키워드로 loan-calculator-en과 분리 인정 — 단 인도 특화 내용 보강 필요,impressions_no_clicks,1,0,False
emoji-counter.html,REWRITE,,744,본문 실질 텍스트 744자 (<1000자 기준 미달),impressions_no_clicks,2,0,False
emoji-remover.html,REWRITE,,721,본문 실질 텍스트 721자 (<1000자 기준 미달),zero_impressions,0,0,False
epoch-converter.html,MERGE,timestamp.html,834,unix timestamp=epoch 동일 변환,zero_impressions,0,0,False
exif-remover.html,REWRITE,,907,본문 실질 텍스트 907자 (<1000자 기준 미달),zero_impressions,0,0,False
exif-viewer.html,REWRITE,,921,본문 실질 텍스트 921자 (<1000자 기준 미달),zero_impressions,0,0,False
favicon-generator.html,KEEP,,1543,고유 기능 + 본문 1543자,impressions_no_clicks,2,0,False
favicon-maker.html,MERGE,favicon-generator.html,808,동일 파비콘 생성 기능,impressions_no_clicks,1,0,False
find-replace.html,KEEP,,1418,고유 기능 + 본문 1418자,impressions_no_clicks,7,0,False
fire-calculator.html,KEEP,,1559,고유 기능 + 본문 1559자,zero_impressions,0,0,False
four-insurance.html,KEEP,,1979,고유 기능 + 본문 1979자,zero_impressions,0,0,False
freelancer-rate-calculator.html,KEEP,,1105,고유 기능 + 본문 1105자,zero_impressions,0,0,False
freelancer-tax.html,KEEP,,1855,고유 기능 + 본문 1855자,has_clicks,38,1,False
fuel-cost-calculator.html,KEEP,,1469,고유 기능 + 본문 1469자,zero_impressions,0,0,False
gemini-cost-estimator.html,MERGE,ai-cost-calculator.html,1436,"모델사별 쪼개기, 통합 계산기가 전 모델 포함",zero_impressions,0,0,False
gift-tax.html,KEEP,,2638,고유 기능 + 본문 2638자,zero_impressions,0,0,False
gradient-generator.html,MERGE,css-gradient-generator.html,903,동일 CSS 그라디언트 출력,zero_impressions,0,0,False
graphql-formatter.html,KEEP,,1008,고유 기능 + 본문 1008자,impressions_no_clicks,2,0,False
graphql-query-builder.html,KEEP,,1293,고유 기능 + 본문 1293자,impressions_no_clicks,2,0,False
gst-calculator.html,KEEP,,4033,인도 GST 특화 — vat 클러스터에서 지역 차별화로 분리 인정,zero_impressions,0,0,False
hash-checker.html,REWRITE,,911,본문 실질 텍스트 911자 (<1000자 기준 미달),zero_impressions,0,0,False
hash-generator.html,KEEP,,3570,고유 기능 + 본문 3570자,zero_impressions,0,0,False
hashtag-generator.html,KEEP,,1336,고유 기능 + 본문 1336자,zero_impressions,0,0,False
health-insurance-calc.html,KEEP,,2185,"건보료 ""정산(추가징수/환급)"" 전용으로 차별화 — 단 title에서 일반 계산기와 구분 강화 필요",zero_impressions,0,0,False
health-insurance-calculator.html,MERGE,health-insurance.html,1396,동일 건강보험료 계산 의도 (health-insurance-calc는 정산 기능으로 차별화되어 제외),zero_impressions,0,0,False
health-insurance.html,KEEP,,2234,고유 기능 + 본문 2234자,impressions_no_clicks,6,0,False
heic-to-jpg.html,KEEP,,1184,고유 기능 + 본문 1184자,impressions_no_clicks,2,0,False
hex-to-rgb.html,MERGE,color-converter.html,1802,color-converter가 HEX↔RGB↔HSL 양방향 포함,zero_impressions,0,0,False
hmac-generator.html,KEEP,,1008,고유 기능 + 본문 1008자,impressions_no_clicks,1,0,False
hourly-rate-calculator.html,MERGE,salary-per-hour-calculator.html,963,연봉↔시급 환산 동일,zero_impressions,0,0,False
hreflang-generator.html,KEEP,,1811,고유 기능 + 본문 1811자,impressions_no_clicks,2,0,False
htaccess-generator.html,KEEP,,2159,고유 기능 + 본문 2159자,impressions_no_clicks,1,0,False
html-decoder.html,KEEP,,1616,고유 기능 + 본문 1616자,impressions_no_clicks,5,0,False
html-encoder.html,KEEP,,1447,고유 기능 + 본문 1447자,zero_impressions,0,0,False
html-minifier.html,REWRITE,,866,본문 실질 텍스트 866자 (<1000자 기준 미달),zero_impressions,0,0,False
html-to-markdown.html,KEEP,,1670,고유 기능 + 본문 1670자,impressions_no_clicks,3,0,False
http-header-checker.html,KEEP,,1904,고유 기능 + 본문 1904자,zero_impressions,0,0,False
http-request-builder.html,REWRITE,,906,본문 실질 텍스트 906자 (<1000자 기준 미달),impressions_no_clicks,9,0,False
ico-converter.html,REWRITE,,801,본문 실질 텍스트 801자 (<1000자 기준 미달),zero_impressions,0,0,False
image-base64-decoder.html,MERGE,base64-image.html,880,base64-image가 양방향 포함 [JS 문법오류로 페이지 자체가 렌더링 불능 — 통합 전이라도 즉시 제거 대상],zero_impressions,0,0,True
image-base64-encoder.html,MERGE,base64-image.html,854,base64-image가 양방향 포함,zero_impressions,0,0,False
image-color-extractor.html,REWRITE,,693,본문 실질 텍스트 693자 (<1000자 기준 미달),zero_impressions,0,0,False
image-compressor.html,KEEP,,2373,고유 기능 + 본문 2373자,impressions_no_clicks,9,0,False
image-cropper.html,REWRITE,,709,본문 실질 텍스트 709자 (<1000자 기준 미달),zero_impressions,0,0,False
image-dimension-checker.html,KEEP,,1111,고유 기능 + 본문 1111자,impressions_no_clicks,3,0,False
image-dpi-checker.html,KEEP,,1184,고유 기능 + 본문 1184자,impressions_no_clicks,1,0,False
image-metadata-viewer.html,MERGE,exif-viewer.html,718,이미지 메타데이터=EXIF 동일 뷰어,zero_impressions,0,0,False
image-prompt-generator.html,KEEP,,1320,고유 기능 + 본문 1320자,impressions_no_clicks,3,0,False
image-resizer.html,KEEP,,2252,고유 기능 + 본문 2252자,zero_impressions,0,0,False
image-rotator.html,REWRITE,,703,본문 실질 텍스트 703자 (<1000자 기준 미달),zero_impressions,0,0,False
image-to-pdf.html,KEEP,,1329,고유 기능 + 본문 1329자,impressions_no_clicks,6,0,False
image-to-webp.html,KEEP,,1446,고유 기능 + 본문 1446자,impressions_no_clicks,8,0,False
image-watermark.html,REWRITE,,718,본문 실질 텍스트 718자 (<1000자 기준 미달),zero_impressions,0,0,False
income-tax.html,KEEP,,2740,고유 기능 + 본문 2740자,impressions_no_clicks,2,0,False
index.html,KEEP,,14617,인프라 페이지 (감사 대상 외),has_clicks,52,1,False
inflation-calculator.html,KEEP,,1965,고유 기능 + 본문 1965자,zero_impressions,0,0,False
inheritance-tax.html,KEEP,,2463,고유 기능 + 본문 2463자,impressions_no_clicks,3,0,False
investment-return-calculator.html,KEEP,,2725,고유 기능 + 본문 2725자,zero_impressions,0,0,False
ip-address-lookup.html,KEEP,,1390,고유 기능 + 본문 1390자,zero_impressions,0,0,False
javascript-beautifier.html,REWRITE,,821,본문 실질 텍스트 821자 (<1000자 기준 미달),zero_impressions,0,0,False
javascript-minifier.html,REWRITE,,986,본문 실질 텍스트 986자 (<1000자 기준 미달),zero_impressions,0,0,False
jpg-to-avif.html,KEEP,,1189,고유 기능 + 본문 1189자,zero_impressions,0,0,False
jpg-to-heic.html,KEEP,,1644,고유 기능 + 본문 1644자,zero_impressions,0,0,False
jpg-to-webp.html,MERGE,image-to-webp.html,815,image-to-webp가 jpg 입력 포함(상위집합),impressions_no_clicks,2,0,False
json-diff.html,REWRITE,,962,본문 실질 텍스트 962자 (<1000자 기준 미달),zero_impressions,0,0,False
json-flattener.html,KEEP,,1097,고유 기능 + 본문 1097자,zero_impressions,0,0,False
json-formatter.html,KEEP,,1589,고유 기능 + 본문 1589자,impressions_no_clicks,11,0,False
json-minifier.html,KEEP,,1591,고유 기능 + 본문 1591자,impressions_no_clicks,9,0,False
json-path-tester.html,KEEP,,1071,고유 기능 + 본문 1071자,zero_impressions,0,0,False
json-schema-generator.html,KEEP,,1061,고유 기능 + 본문 1061자,zero_impressions,0,0,False
json-schema-validator.html,REWRITE,,859,본문 실질 텍스트 859자 (<1000자 기준 미달),zero_impressions,0,0,False
json-to-csv.html,KEEP,,1306,고유 기능 + 본문 1306자,impressions_no_clicks,3,0,False
json-to-xml.html,REWRITE,,671,본문 실질 텍스트 671자 (<1000자 기준 미달),zero_impressions,0,0,False
json-to-yaml.html,REWRITE,,893,JS 문법오류로 본문/FAQ/툴 기능 전체 렌더링 불능 — 최우선 수리 · 본문 실질 텍스트 893자 (<1000자 기준 미달),zero_impressions,0,0,True
json-validator.html,KEEP,,1498,고유 기능 + 본문 1498자,zero_impressions,0,0,False
json-viewer.html,KEEP,,1469,고유 기능 + 본문 1469자,zero_impressions,0,0,False
jwt-decoder.html,KEEP,,1183,고유 기능 + 본문 1183자,zero_impressions,0,0,False
jwt-expiration-checker.html,MERGE,jwt-decoder.html,909,디코더가 검증·분석·만료확인 기능 전부 포함,zero_impressions,0,0,False
jwt-generator.html,KEEP,,1844,고유 기능 + 본문 1844자,impressions_no_clicks,1,0,False
jwt-inspector.html,MERGE,jwt-decoder.html,1221,디코더가 검증·분석·만료확인 기능 전부 포함,zero_impressions,0,0,False
jwt-validator.html,MERGE,jwt-decoder.html,1169,디코더가 검증·분석·만료확인 기능 전부 포함,zero_impressions,0,0,False
keyword-cannibalization-checker.html,KEEP,,1121,고유 기능 + 본문 1121자,impressions_no_clicks,1,0,False
keyword-clustering-tool.html,MERGE,keyword-grouping-tool.html,2248,clustering=grouping 동의어 쪼개기,zero_impressions,0,0,False
keyword-density-checker.html,REWRITE,,744,본문 실질 텍스트 744자 (<1000자 기준 미달),impressions_no_clicks,2,0,False
keyword-density.html,MERGE,keyword-density-checker.html,991,동일 키워드 밀도 검사,zero_impressions,0,0,False
keyword-difficulty-estimator.html,KEEP,,1267,고유 기능 + 본문 1267자,zero_impressions,0,0,False
keyword-extractor.html,REWRITE,,745,본문 실질 텍스트 745자 (<1000자 기준 미달),zero_impressions,0,0,False
keyword-grouping-tool.html,KEEP,,2055,고유 기능 + 본문 2055자,impressions_no_clicks,4,0,False
korean-age.html,KEEP,,1277,한국 만나이 특화 (age-calculator는 글로벌) — 차별화 인정,zero_impressions,0,0,False
line-counter.html,KEEP,,1219,고유 기능 + 본문 1219자,zero_impressions,0,0,False
line-merger.html,REWRITE,,787,본문 실질 텍스트 787자 (<1000자 기준 미달),zero_impressions,0,0,False
loan-calc.html,KEEP,,4379,고유 기능 + 본문 4379자,zero_impressions,0,0,False
loan-calculator-en.html,KEEP,,1795,고유 기능 + 본문 1795자,zero_impressions,0,0,False
loan-payoff-calculator.html,KEEP,,1498,고유 기능 + 본문 1498자,impressions_no_clicks,2,0,False
lorem-ipsum-generator.html,KEEP,,1083,고유 기능 + 본문 1083자,impressions_no_clicks,6,0,False
lowercase-converter.html,MERGE,case-converter.html,765,case-converter가 대/소/문장 케이스 전부 포함,zero_impressions,0,0,False
ltv-calculator.html,KEEP,,2951,고유 기능 + 본문 2951자,zero_impressions,0,0,False
macro-calculator.html,KEEP,,1797,고유 기능 + 본문 1797자,zero_impressions,0,0,False
margin-calculator.html,REWRITE,,882,본문 실질 텍스트 882자 (<1000자 기준 미달),zero_impressions,0,0,False
markdown-chat-exporter.html,KEEP,,1008,고유 기능 + 본문 1008자,zero_impressions,0,0,False
markdown-preview.html,KEEP,,1644,고유 기능 + 본문 1644자,impressions_no_clicks,13,0,False
markdown-to-html.html,MERGE,markdown-preview.html,2661,"프리뷰 툴이 HTML 변환 출력 포함, 의도 중첩 [JS 문법오류로 페이지 자체가 렌더링 불능 — 통합 전이라도 즉시 제거 대상]",impressions_no_clicks,9,0,True
md5-generator.html,MERGE,hash-generator.html,2040,hash-generator가 MD5/SHA256 포함,zero_impressions,0,0,False
meeting-cost-calculator.html,KEEP,,1101,고유 기능 + 본문 1101자,zero_impressions,0,0,False
meta-description-generator.html,KEEP,,1252,고유 기능 + 본문 1252자,zero_impressions,0,0,False
meta-tag-analyzer.html,KEEP,,1826,고유 기능 + 본문 1826자,zero_impressions,0,0,False
meta-tag-generator.html,KEEP,,2500,고유 기능 + 본문 2500자,zero_impressions,0,0,False
meta-tag-preview.html,MERGE,serp-snippet-preview.html,1173,둘 다 SERP 스니펫 미리보기,zero_impressions,0,0,False
mime-type-finder.html,KEEP,,1630,고유 기능 + 본문 1630자,zero_impressions,0,0,False
minimum-wage.html,KEEP,,2015,고유 기능 + 본문 2015자,impressions_no_clicks,1,0,False
mortgage-calculator.html,KEEP,,3001,고유 기능 + 본문 3001자,zero_impressions,0,0,False
nanoid-generator.html,REWRITE,,950,본문 실질 텍스트 950자 (<1000자 기준 미달),zero_impressions,0,0,False
national-pension-calculator.html,KEEP,,1106,보험료·예상수령액 계산 — national-pension과 의도 분리 유지 필요,zero_impressions,0,0,False
national-pension.html,KEEP,,2402,조기수령vs연기수령 손익분기 계산으로 차별화 — title 재작성으로 national-pension-calculator와 의도 분리 필요,zero_impressions,0,0,False
nginx-config-generator.html,KEEP,,1962,고유 기능 + 본문 1962자,impressions_no_clicks,1,0,False
ngram-analyzer.html,REWRITE,,974,본문 실질 텍스트 974자 (<1000자 기준 미달),zero_impressions,0,0,False
number-converter.html,KEEP,,1608,고유 기능 + 본문 1608자,impressions_no_clicks,9,0,False
open-graph-generator.html,KEEP,,2145,고유 기능 + 본문 2145자,zero_impressions,0,0,False
open-graph-preview.html,KEEP,,1003,고유 기능 + 본문 1003자,zero_impressions,0,0,False
openai-cost-estimator.html,MERGE,ai-cost-calculator.html,1296,"모델사별 쪼개기, 통합 계산기가 전 모델 포함",zero_impressions,0,0,False
overtime-pay.html,KEEP,,1910,고유 기능 + 본문 1910자,zero_impressions,0,0,False
pace-calculator.html,KEEP,,1604,고유 기능 + 본문 1604자,zero_impressions,0,0,False
palindrome-checker.html,REWRITE,,728,본문 실질 텍스트 728자 (<1000자 기준 미달),zero_impressions,0,0,False
parental-leave.html,KEEP,,1954,고유 기능 + 본문 1954자,impressions_no_clicks,1,0,False
password-generator.html,KEEP,,2671,고유 기능 + 본문 2671자,zero_impressions,0,0,False
payslip-calc.html,KEEP,,1468,고유 기능 + 본문 1468자,zero_impressions,0,0,False
pdf-compressor.html,KEEP,,1720,고유 기능 + 본문 1720자,zero_impressions,0,0,False
pdf-extract-images.html,REWRITE,,740,JS 문법오류로 본문/FAQ/툴 기능 전체 렌더링 불능 — 최우선 수리 · 본문 실질 텍스트 740자 (<1000자 기준 미달),zero_impressions,0,0,True
pdf-extract-text.html,MERGE,pdf-to-text.html,706,"자카드 0.418, FAQ 문장까지 동일한 같은 기능 [JS 문법오류로 페이지 자체가 렌더링 불능 — 통합 전이라도 즉시 제거 대상]",impressions_no_clicks,2,0,True
pdf-merge.html,KEEP,,1959,고유 기능 + 본문 1959자,zero_impressions,0,0,False
pdf-metadata-remover.html,REWRITE,,936,본문 실질 텍스트 936자 (<1000자 기준 미달),zero_impressions,0,0,False
pdf-metadata-viewer.html,REWRITE,,630,본문 실질 텍스트 630자 (<1000자 기준 미달),impressions_no_clicks,3,0,False
pdf-ocr.html,KEEP,,1287,고유 기능 + 본문 1287자,zero_impressions,0,0,False
pdf-page-counter.html,KEEP,,1524,고유 기능 + 본문 1524자,zero_impressions,0,0,False
pdf-page-extractor.html,MERGE,pdf-split.html,894,title이 둘 다 PDF Page Extractor,zero_impressions,0,0,False
pdf-password-adder.html,REWRITE,,710,JS 문법오류로 본문/FAQ/툴 기능 전체 렌더링 불능 — 최우선 수리 · 본문 실질 텍스트 710자 (<1000자 기준 미달),zero_impressions,0,0,True
pdf-password-remover.html,REWRITE,,649,본문 실질 텍스트 649자 (<1000자 기준 미달),zero_impressions,0,0,False
pdf-reorder-pages.html,REWRITE,,633,JS 문법오류로 본문/FAQ/툴 기능 전체 렌더링 불능 — 최우선 수리 · 본문 실질 텍스트 633자 (<1000자 기준 미달),zero_impressions,0,0,True
